"ST_CASE","YEAR","MONTH","DAY_WEEK","HOUR","ST_CO_FIPS","CITY","LATITUDE","LONGITUD","VE_TOTAL","PERSONS","PERMVIT","PERNOTMVIT","FATALS","FUNC_SYS","TYP_INT","REL_ROAD","MAN_COLL","LGT_COND","WEATHER"
"360698",2015,"Sep","Wed",13,"36063","5437",43.14309722,-78.8589,2,2,"2","0",1,"Main arterial","Not intersection","On road","Front collision","Daylight","Foggy or cloudy"
"360699",2015,"Oct","Thu",0,"36059","2240",40.74213333,-73.62154444,1,1,"1","1",1,"Collector","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360700",2015,"Sep","Wed",12,"36039","0775",42.28191389,-73.9819,2,2,"2","0",1,"Main arterial","4-way intersection","On road","Angled collision","Daylight","Precipitation"
"360701",2015,"Sep","Tue",14,"36029","0070",42.94369722,-78.55323333,2,2,"2","0",1,"Minor arterial","3-way intersection","On road","Angled collision","Daylight","Clear"
"360702",2015,"Sep","Sun",17,"36019","1818",44.84403333,-73.78071389,1,1,"1","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360703",2015,"Oct","Thu",16,"36047","4170",40.59563056,-73.99311111,1,1,"1","0",1,"Local road","4-way intersection","Other location","Non-vehicle collision","Daylight","Precipitation"
"360704",2015,"Sep","Sun",12,"36005","4170",40.88370833,-73.83455,2,2,"2","0",1,"Main arterial","Not intersection","On road","Angled collision","Daylight","Clear"
"360705",2015,"Oct","Sat",17,"36103","5380",40.99461111,-72.27950833,2,3,"3","0",1,"Local road","Not intersection","On road","Front collision","Daylight","Foggy or cloudy"
"360706",2015,"Aug","Sat",0,"36099","5630",42.99386944,-76.847575,2,2,"2","0",1,"Local road","Not intersection","On road","Front collision","Dark","Foggy or cloudy"
"360707",2015,"Oct","Sat",22,"36013","2899",42.561125,-79.12117222,1,1,"1","1",1,"Collector","3-way intersection","On road","Non-vehicle collision","Dark","Foggy or cloudy"
"360708",2015,"Oct","Sat",1,"36003","0190",42.09775,-77.82764444,1,2,"2","0",1,"Local road","Not intersection","On road","Non-vehicle collision","Dark","Foggy or cloudy"
"360709",2015,"Oct","Mon",23,"36085","4170",40.52903056,-74.16223056,1,1,"1","1",1,"Main arterial","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360710",2015,"Oct","Sun",1,"36081","4170",40.75748333,-73.83405833,1,1,"1","1",1,"Minor arterial","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360711",2015,"Oct","Mon",13,"36121","0930",42.63949722,-77.99859444,1,1,"1","0",1,"Minor arterial","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360712",2015,"Oct","Mon",0,"36067","4491",42.96750278,-76.14330278,1,1,"1","0",1,"Collector","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360713",2015,"Oct","Mon",19,"36085","4170",40.61416667,-74.06615556,1,1,"1","1",1,"Minor arterial","4-way intersection","On road","Non-vehicle collision","Dark","Clear"
"360714",2015,"Oct","Mon",7,"36103","5810",40.93538889,-72.30648056,1,1,"1","1",1,"Minor arterial","Not intersection","On road","Non-vehicle collision","Daylight","Clear"
"360715",2015,"Oct","Thu",8,"36059","2600",99.9999,999.9999,1,1,"1","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Daylight","Foggy or cloudy"
"360716",2015,"Oct","Tue",21,"36059","6174",40.72576111,-73.59241667,1,3,"3","1",1,"Minor arterial","4-way intersection","On road","Non-vehicle collision","Dark","Clear"
"360717",2015,"Oct","Tue",17,"36081","4170",40.69143333,-73.83756667,2,2,"2","3",1,"Main arterial","4-way intersection","On road","Angled collision","Daylight","Clear"
"360718",2015,"Oct","Wed",21,"36079","1280",41.34361667,-73.92589444,1,1,"1","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360719",2015,"Oct","Wed",15,"36059","4430",40.83088889,-73.62115556,2,6,"6","0",1,"Local road","3-way intersection","On road","Angled collision","Daylight","Clear"
"360720",2015,"Oct","Tue",21,"36081","4170",40.6936,-73.85221389,1,2,"2","1",1,"Local road","4-way intersection","On road","Non-vehicle collision","Dark","Clear"
"360721",2015,"Oct","Wed",23,"36103","0705",99.9999,999.9999,1,2,"2","1",1,"Main arterial","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360722",2015,"Oct","Thu",0,"36081","4170",40.73817222,-73.80091111,1,1,"1","1",1,"Interstate","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360723",2015,"Oct","Mon",15,"36005","4170",40.8044,-73.91170833,2,6,"6","3",1,"Main arterial","3-way intersection","On road","Angled collision","Daylight","Clear"
"360724",2015,"Oct","Sat",13,"36029","2485",42.74593056,-78.90341667,3,3,"3","0",1,"Main arterial","3-way intersection","On road","Front collision","Daylight","Clear"
"360725",2015,"Oct","Sun",22,"36035","0670",43.04778333,-74.19563889,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360726",2015,"Oct","Thu",13,"36035","2980",43.03547778,-74.30307778,2,3,"3","0",1,"Main arterial","Not intersection","On road","Front collision","Daylight","Clear"
"360727",2015,"Oct","Sat",14,"36003","2190",42.27078611,-78.04993333,1,1,"1","0",1,"Interstate","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360728",2015,"Oct","Thu",13,"36029","5475",42.58273889,-78.48615278,2,4,"4","0",1,"Local road","Not intersection","On road","Front collision","Daylight","Clear"
"360729",2015,"Oct","Mon",20,"36063","3340",43.17028056,-78.69096667,1,1,"1","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Dark","Foggy or cloudy"
"360730",2015,"Oct","Sun",13,"36091","5970",42.92326389,-73.721825,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360731",2015,"Oct","Mon",20,"36009","3300",42.216275,-78.86178889,2,2,"2","0",1,"Minor arterial","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360732",2015,"Oct","Tue",10,"36047","4170",40.69258889,-73.92795833,1,1,"1","1",1,"Main arterial","Other intersection type","On road","Non-vehicle collision","Daylight","Clear"
"360733",2015,"Oct","Mon",14,"36063","3340",43.10702222,-78.66718333,2,2,"2","0",1,"Local road","4-way intersection","On road","Angled collision","Daylight","Clear"
"360734",2015,"Oct","Wed",8,"36081","4170",40.72623611,-73.92048889,1,1,"1","1",1,"Local road","3-way intersection","On road","Non-vehicle collision","Daylight","Clear"
"360735",2015,"Oct","Thu",12,"36053","1762",42.86043611,-75.61739444,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360736",2015,"Oct","Mon",5,"36063","5323",43.13266667,-78.60545,1,1,"1","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360737",2015,"Oct","Sat",1,"36081","4170",40.70560556,-73.85814167,2,3,"3","0",1,"Local road","4-way intersection","On road","Angled collision","Dark","Clear"
"360738",2015,"Oct","Tue",19,"36005","4170",40.84102222,-73.84335556,1,1,"1","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360739",2015,"Sep","Mon",20,"36119","3920",99.9999,999.9999,1,3,"3","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360740",2015,"Aug","Sat",14,"36119","6825",41.27380278,-73.80869167,4,11,"11","0",3,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360741",2015,"Aug","Tue",7,"36111","4461",41.97870833,-74.25015556,3,3,"3","0",1,"Main arterial","Not intersection","Beside road","Angled collision","Daylight","Clear"
"360742",2015,"Sep","Sat",15,"36117","5790",43.25743056,-77.112175,1,1,"1","0",1,"Collector","Not intersection","Other location","Non-vehicle collision","Daylight","Clear"
"360743",2015,"Oct","Fri",22,"36051","3240",42.90986111,-77.56471944,2,3,"3","0",1,"Main arterial","3-way intersection","On road","Front collision","Dark","Clear"
"360744",2015,"Oct","Fri",15,"36015","6530",42.011425,-76.78685,1,6,"6","0",2,"Minor arterial","Not intersection","Beside road","Non-vehicle collision","Daylight","Precipitation"
"360745",2015,"Jul","Sun",12,"36103","0145",40.99698056,-72.04985833,1,4,"4","1",1,"Main arterial","Not intersection","On road","Non-vehicle collision","Daylight","Clear"
"360746",2015,"Sep","Thu",9,"36085","4170",40.5722,-74.10817778,2,2,"2","0",1,"Local road","4-way intersection","On road","Rear or side collision","Daylight","Clear"
"360747",2015,"Sep","Wed",11,"36093","1592",99.9999,999.9999,1,1,"1","0",1,"Interstate","Not intersection","Beside road","Non-vehicle collision","Daylight","Precipitation"
"360748",2015,"Oct","Mon",12,"36071","1169",41.45349722,-74.35851389,1,1,"1","0",1,"Interstate","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360749",2015,"Oct","Tue",23,"36109","1590",42.48076111,-76.37361111,1,1,"1","1",1,"Main arterial","4-way intersection","On road","Non-vehicle collision","Dark","Clear"
"360750",2015,"Jul","Tue",20,"36103","0360",40.7264,-73.39650278,2,2,"2","0",1,"Local road","Not intersection","On road","Angled collision","Daylight","Clear"
"360751",2015,"Oct","Thu",2,"36059","2600",99.9999,999.9999,1,1,"1","1",1,"Main arterial","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360752",2015,"Oct","Fri",17,"36023","1380",42.54521944,-76.25597778,2,2,"2","0",1,"Main arterial","Not intersection","On road","Front collision","Dawn or dusk","Foggy or cloudy"
"360753",2015,"Oct","Wed",21,"36115","2440",43.10956389,-73.48153611,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dark","Foggy or cloudy"
"360754",2015,"Oct","Tue",18,"36059","1861",40.69214167,-73.71360278,1,3,"3","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Dark","Foggy or cloudy"
"360755",2015,"Jul","Fri",7,"36103","0705",40.90089722,-72.749725,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360756",2015,"Sep","Wed",19,"36093","1592",42.82548889,-74.19672222,2,4,"4","0",3,"Minor arterial","Not intersection","On road","Front collision","Dawn or dusk","Clear"
"360757",2015,"Oct","Sun",16,"36077","0762",42.76661944,-75.02629444,1,1,"1","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Dawn or dusk","Clear"
"360758",2015,"Oct","Sun",15,"36009","3432",42.35040278,-78.54892778,3,5,"5","0",1,"Collector","4-way intersection","On road","Angled collision","Daylight","Clear"
"360759",2015,"Oct","Thu",18,"36001","1290",42.75658889,-73.77731944,1,2,"2","1",1,"Main arterial","Not intersection","On road","Non-vehicle collision","Dark","Foggy or cloudy"
"360760",2015,"Oct","Thu",19,"36063","3340",43.21009167,-78.79743056,2,3,"3","0",1,"Main arterial","4-way intersection","On road","Angled collision","Dark","Foggy or cloudy"
"360761",2015,"Jul","Sun",7,"36007","6740",42.06141667,-75.59334722,1,5,"5","0",1,"Main arterial","Not intersection","On road","Non-vehicle collision","Daylight","Clear"
"360762",2015,"Oct","Thu",21,"36065","0403",43.24045278,-75.20109444,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dark","Foggy or cloudy"
"360763",2015,"Aug","Sat",0,"36103","3715",40.86846111,-72.90047222,1,1,"1","0",1,"Collector","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360764",2015,"Sep","Wed",19,"36103","3103",40.86209722,-73.1313,2,4,"4","0",1,"Minor arterial","3-way intersection","On road","Front collision","Daylight","Clear"
"360765",2015,"Oct","Thu",19,"36059","4600",40.80669444,-73.47806944,3,12,"12","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360766",2015,"Sep","Sat",5,"36103","1743",40.90596111,-73.07018889,1,1,"1","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360767",2015,"Oct","Fri",19,"36047","4170",40.60083333,-73.93406667,1,1,"1","1",1,"Local road","3-way intersection","On road","Non-vehicle collision","Dark","Clear"
"360768",2015,"Sep","Sat",3,"36103","0450",40.72968889,-73.24526944,1,1,"1","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360769",2015,"Sep","Thu",21,"36103","0360",99.9999,999.9999,1,1,"1","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360770",2015,"Sep","Sun",11,"36103","5675",40.93252222,-72.87871667,1,1,"1","0",1,"Minor arterial","Not intersection","Beside road","Non-vehicle collision","Daylight","Foggy or cloudy"
"360771",2015,"Sep","Wed",21,"36103","2920",40.78704167,-73.12713611,1,1,"1","1",1,"Main arterial","4-way intersection","On road","Non-vehicle collision","Dark","Foggy or cloudy"
"360772",2015,"Sep","Mon",11,"36103","5675",40.78515,-72.86377222,1,1,"1","1",1,"Minor arterial","Not intersection","On road","Non-vehicle collision","Daylight","Clear"
"360773",2015,"Sep","Thu",14,"36103","0360",40.68917222,-73.4087,1,2,"2","1",1,"Main arterial","4-way intersection","On road","Non-vehicle collision","Daylight","Clear"
"360774",2015,"Sep","Sat",20,"36103","0705",40.77444167,-72.94124167,1,2,"2","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360775",2015,"Sep","Sun",19,"36103","3117",40.832325,-73.08181389,2,2,"2","0",1,"Collector","4-way intersection","On road","Front collision","Dark","Clear"
"360776",2015,"Jun","Mon",14,"36065","4080",43.05331111,-75.31899167,2,2,"2","0",1,"Main arterial","3-way intersection","On road","Front collision","Daylight","Clear"
"360777",2015,"Sep","Mon",1,"36103","3270",40.67218889,-73.37844444,1,1,"1","1",1,"Main arterial","Not intersection","On road","Non-vehicle collision","Dark","Foggy or cloudy"
"360778",2015,"Oct","Sun",10,"36119","5350",40.98848889,-73.66611111,3,3,"3","0",1,"Interstate","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360779",2015,"Oct","Sat",8,"36103","0705",40.81838889,-72.80011667,1,1,"1","0",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Daylight","Precipitation"
"360780",2015,"Sep","Sun",23,"36103","2920",40.79916944,-73.24789167,2,4,"4","0",1,"Local road","3-way intersection","On road","Angled collision","Dark","Clear"
"360781",2015,"Oct","Sat",11,"36035","2980",43.001675,-74.35665278,1,1,"1","0",1,"Collector","Not intersection","Beside road","Non-vehicle collision","Daylight","Clear"
"360782",2015,"Oct","Fri",12,"36047","4170",40.57685278,-73.95283889,1,1,"1","1",1,"Local road","4-way intersection","On road","Non-vehicle collision","Daylight","Clear"
"360783",2015,"Sep","Mon",20,"36027","2785",41.60979167,-73.78512778,1,1,"1","1",1,"Collector","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360784",2015,"Oct","Wed",18,"36005","4170",40.83505556,-73.92613611,2,2,"2","0",1,"Collector","4-way intersection","On road","Angled collision","Daylight","Clear"
"360785",2015,"Oct","Fri",16,"36067","4491",43.02653056,-76.21258333,2,2,"2","0",1,"Local road","4-way intersection","On road","Angled collision","Daylight","Clear"
"360786",2015,"Oct","Fri",22,"36059","2600",40.69833333,-73.51584444,2,5,"5","0",1,"Main arterial","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360787",2015,"Oct","Fri",17,"36059","2675",40.74724167,-73.50144722,1,1,"1","1",1,"Main arterial","Not intersection","On road","Non-vehicle collision","Dawn or dusk","Clear"
"360788",2015,"Oct","Sat",5,"36077","9999",42.69975,-75.30637222,1,1,"1","0",1,"Minor arterial","Not intersection","Beside road","Non-vehicle collision","Dark","Foggy or cloudy"
"360789",2015,"Oct","Sun",5,"36081","4170",40.77039167,-73.90906111,1,1,"1","0",1,"Main arterial","Not intersection","On road","Non-vehicle collision","Dark","Foggy or cloudy"
"360790",2015,"Oct","Mon",13,"36081","4170",40.70374444,-73.79355278,1,1,"1","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Daylight","Clear"
"360791",2015,"Oct","Mon",6,"36059","2600",40.68972778,-73.56583333,1,1,"1","1",1,"Main arterial","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360792",2015,"Oct","Sat",21,"36083","2780",42.90526389,-73.35650278,1,1,"1","1",1,"Local road","Not intersection","On road","Non-vehicle collision","Dark","Precipitation"
"360793",2015,"Oct","Mon",19,"36071","4060",41.58504722,-74.06879444,1,1,"1","1",1,"Main arterial","Not intersection","On road","Non-vehicle collision","Dark","Clear"
"360794",2015,"Oct","Wed",10,"36077","4490",42.45300556,-75.06320833,1,1,"1","1",1,"Local road","4-way intersection","On road","Non-vehicle collision","Daylight","Precipitation"
"360795",2015,"Oct","Mon",8,"36093","5550",42.88005833,-74.04,2,3,"3","0",1,"Minor arterial","4-way intersection","On road","Angled collision","Daylight","Clear"
"360796",2015,"Oct","Wed",13,"36071","4060",41.5012,-74.02863889,2,3,"3","0",1,"Main arterial","Not intersection","On road","Angled collision","Daylight","Precipitation"
"360797",2015,"Oct","Thu",10,"36069","6280",43.01218333,-77.39879444,2,2,"2","0",1,"Local road","4-way intersection","On road","Angled collision","Daylight","Foggy or cloudy"
"360798",2015,"Oct","Wed",14,"36103","0705",40.77093611,-72.86981667,1,1,"1","0",1,"Local road","3-way intersection","Beside road","Non-vehicle collision","Daylight","Precipitation"
"360799",2015,"Oct","Sat",23,"36091","5470",43.10386944,-73.79468333,1,1,"1","4",1,"Local road","Not intersection","Beside road","Non-vehicle collision","Dark","Clear"
"360800",2015,"Oct","Fri",16,"36103","2840",40.82791667,-73.43404722,2,5,"5","0",1,"Main arterial","3-way intersection","On road","Angled collision","Daylight","Clear"
